8,0
46,0
65,1
48,1
10,2
4,2
77,3
34,3
16,4
15,4
61,5
39,5
22,6
68,6
16,7
72,7
20,8
55,8
40,9
49,9
2,10
34,10
55,11
76,11
70,12
19,12
34,13
50,13
13,14
29,14
5,15
63,15
18,16
51,16
30,17
13,17
60,18
47,18
25,19
30,19
67,20
65,20
21,21
76,21
23,22
37,22
45,23
34,23
64,24
14,24
66,25
54,25
59,26
16,26
8,27
61,27
62,28
7,28
31,29
25,29
73,30
37,30
51,31
35,31
48,32
1,32
67,33
74,33
25,34
60,34
31,35
55,35
34,36
52,36
62,37
61,37
47,38
10,38
64,39
56,39
52,40
21,40
75,41
51,41
24,42
46,42
28,43
40,43
28,44
71,44
71,45
31,45
24,46
11,46
27,47
77,47
24,48
32,48
43,49
22,49
50,50
3,50
63,51
31,51
31,52
13,52
5,53
79,53
75,54
64,54
62,55
69,55
72,56
59,56
14,57
39,57
70,58
49,58
12,59
74,59
39,60
77,60
35,61
49,61
24,62
8,62
68,63
45,63
47,64
12,64
3,65
66,65
6,66
15,66
40,67
32,67
8,68
39,68
13,69
34,69
53,70
62,70
6,71
50,71
31,72
17,72
22,73
68,73
13,74
47,74
52,75
68,75
36,76
58,76
61,77
44,77
5,78
76,78
47,79
52,79
57,80
38,80
79,81
53,81
53,82
23,82
63,83
21,83
38,84
68,84
8,85
15,85
76,86
11,86
40,87
37,87
11,88
50,88
11,89
79,89
14,90
36,90
46,91
40,91
5,92
45,92
42,93
46,93
57,94
66,94
34,95
51,95
42,96
78,96
22,97
60,97
18,98
14,98
38,99
6,99
66,100
49,100
79,101
28,101
29,102
11,102
6,103
42,103
57,104
73,104
0,105
39,105
37,106
54,106
21,107
20,107
60,108
53,108
19,109
37,109
5,110
48,110
34,111
40,111
46,112
30,112
64,113
46,113
23,114
72,114
28,115
26,115
11,116
31,116
20,117
31,117
4,118
52,118
0,119
43,119
43,120
9,120
47,121
12,121
58,122
9,122
31,123
4,123
14,124
1,124
25,125
37,125
31,126
27,126
30,127
60,127
68,128
73,128
49,129
3,129
0,130
56,130
41,131
52,131
53,132
60,132
35,133
24,133
24,134
33,134
44,135
14,135
51,136
6,136
34,137
63,137
20,138
61,138
53,139
44,139
30,140
40,140
59,141
36,141
75,142
14,142
75,143
69,143
13,144
49,144
23,145
48,145
29,146
26,146
36,147
57,147
0,148
3,148
69,149
43,149
15,150
3,150
29,151
14,151
50,152
62,152
28,153
63,153
39,154
7,154
63,155
29,155
59,156
79,156
32,157
76,157
60,158
4,158
77,159
76,159
57,160
27,160
61,161
68,161
38,162
68,162
44,163
37,163
6,164
23,164
24,165
52,165
27,166
1,166
23,167
60,167
73,168
78,168
76,169
57,169
38,170
61,170
63,171
32,171
6,172
27,172
24,173
11,173
56,174
18,174
15,175
26,175
38,176
24,176
33,177
19,177
44,178
72,178
70,179
