0,217991
1,696682
2,688496
3,251942
4,966753
5,770425
6,260914
7,222224
8,566321
9,727110
10,322286
11,948680
12,722740
13,751760
14,578796
15,464449
16,773248
17,367954
18,334830
19,381132
20,267060
21,269128
22,898190
23,952933
24,154328
25,627330
26,636107
27,756920
28,832562
29,850057
30,326823
31,875772
32,931336
33,364554
34,887776
35,840776
36,505158
37,423877
38,421642
39,303895
40,618371
41,661763
42,221389
43,776917
44,497689
45,454973
46,112981
47,989595
48,269675
49,585850
50,282994
51,519827
52,776735
53,463353
54,177054
55,307628
56,559533
57,468673
58,458284
59,106296
60,541944
61,575233
62,466941
63,770885
64,767506
65,453666
66,268160
67,728611
68,332234
69,936280
70,814460
71,429580
72,313792
73,583195
74,486789
75,796163
76,556532
77,891592
78,895824
79,570094
80,124557
81,998096
82,124703
