29,0
61,0
20,1
1,1
77,2
26,2
73,3
13,3
39,4
37,4
17,5
41,5
74,6
16,6
23,7
26,7
6,8
26,8
7,9
59,9
56,10
51,10
53,11
52,11
55,12
18,12
41,13
21,13
19,14
43,14
20,15
28,15
64,16
32,16
54,17
43,17
62,18
77,18
38,19
17,19
46,20
64,20
71,21
39,21
42,22
62,22
55,23
48,23
48,24
18,24
42,25
9,25
46,26
70,26
44,27
21,27
54,28
26,28
70,29
31,29
51,30
6,30
54,31
78,31
35,32
46,32
60,33
11,33
32,34
18,34
43,35
6,35
0,36
62,36
15,37
45,37
27,38
5,38
54,39
50,39
11,40
26,40
77,41
39,41
59,42
53,42
65,43
19,43
60,44
70,44
45,45
61,45
26,46
4,46
14,47
24,47
36,48
15,48
64,49
38,49
7,50
43,50
30,51
24,51
25,52
22,52
47,53
41,53
23,54
14,54
25,55
26,55
59,56
74,56
27,57
23,57
49,58
75,58
37,59
79,59
48,60
18,60
33,61
12,61
15,62
59,62
48,63
12,63
51,64
3,64
59,65
18,65
27,66
6,66
34,67
53,67
32,68
62,68
59,69
17,69
44,70
77,70
36,71
46,71
24,72
34,72
3,73
6,73
66,74
12,74
6,75
72,75
59,76
24,76
53,77
44,77
64,78
59,78
22,79
2,79
44,80
72,80
60,81
79,81
51,82
26,82
0,83
75,83
78,84
66,84
40,85
34,85
32,86
56,86
55,87
7,87
56,88
3,88
60,89
63,89
16,90
48,90
22,91
17,91
25,92
65,92
19,93
4,93
66,94
30,94
69,95
42,95
48,96
15,96
79,97
29,97
67,98
39,98
9,99
60,99
28,100
43,100
77,101
5,101
23,102
21,102
31,103
37,103
61,104
74,104
53,105
70,105
62,106
2,106
73,107
32,107
62,108
57,108
51,109
41,109
23,110
76,110
26,111
32,111
43,112
68,112
71,113
38,113
51,114
27,114
18,115
60,115
61,116
22,116
18,117
34,117
11,118
2,118
51,119
17,119
62,120
31,120
76,121
33,121
25,122
37,122
7,123
41,123
54,124
26,124
31,125
4,125
9,126
48,126
39,127
28,127
71,128
11,128
68,129
76,129
14,130
52,130
75,131
53,131
38,132
21,132
53,133
73,133
22,134
78,134
44,135
55,135
59,136
8,136
46,137
17,137
8,138
50,138
35,139
10,139
61,140
76,140
60,141
43,141
67,142
39,142
27,143
1,143
33,144
14,144
23,145
56,145
47,146
40,146
23,147
27,147
74,148
44,148
2,149
76,149
44,150
64,150
16,151
10,151
67,152
1,152
61,153
16,153
8,154
65,154
72,155
76,155
42,156
40,156
42,157
1,157
52,158
43,158
78,159
18,159
50,160
65,160
44,161
54,161
13,162
45,162
32,163
19,163
65,164
13,164
76,165
20,165
53,166
33,166
29,167
58,167
55,168
22,168
41,169
73,169
20,170
79,170
9,171
41,171
4,172
70,172
46,173
55,173
76,174
28,174
56,175
37,175
59,176
41,176
19,177
55,177
24,178
61,178
36,179
26,179
6,180
18,180
38,181
77,181
20,182
35,182
50,183
49,183
60,184
22,184
63,185
16,185
4,186
68,186
73,187
57,187
10,188
60,188
20,189
1,189
51,190
66,190
11,191
72,191
6,192
11,192
50,193
58,193
3,194
24,194
54,195
77,195
37,196
56,196
30,197
75,197
4,198
35,198
0,199
15,199
17,200
5,200
0,201
37,201
38,202
18,202
72,203
14,203
75,204
10,204
25,205
78,205
24,206
26,206
14,207
48,207
39,208
4,208
46,209
51,209
2,210
5,210
21,211
9,211
49,212
28,212
15,213
60,213
49,214
29,214
68,215
63,215
66,216
2,216
8,217
5,217
8,218
58,218
10,219
48,219
38,220
67,220
4,221
