0,982833
1,980702
2,948105
3,988225
4,693010
5,269160
6,588935
7,980122
8,660819
9,106732
10,938954
11,104408
12,100285
13,199551
14,161785
15,833207
16,991560
17,104900
18,709298
19,523337
20,134098
21,810275
22,746685
23,541911
24,217886
25,727500
26,745650
27,983699
28,360341
29,948985
30,462365
31,199016
32,476005
33,569639
34,658216
35,863739
36,191101
37,140028
38,592212
39,261570
40,362321
41,168344
42,691284
43,184964
44,684574
45,809031
46,566796
47,645446
48,529705
49,671106
50,707786
51,389567
52,229278
53,915255
54,712839
55,369930
56,677533
57,428458
58,991353
59,831098
60,784561
61,541821
62,501822
63,991281
64,575687
65,116702
66,907950
67,194394
68,252906
69,921334
70,759529
71,163749
72,586900
73,695278
74,642823
75,683400
76,116365
77,304180
78,157222
79,609221
80,315998
81,880522
82,716764
83,331604
84,816012
85,831658
86,986190
87,518821
88,275823
89,778138
90,575248
